OBJECTID,ATCOCODE,GRIDTYPE,EASTING,NORTHING,LON,LAT,COMMONNAME,IDENTIFIER,DIRECTION,STREET,LANDMARK,NATGAZID,NATGAZLOCA,PARENTLOCA,GRANDPAREN,TOWN,SUBURB,STOPTYPE,BUSSTOPTYP,BUSREGISTR,RECORDSTAT,NOTES,LOCALITYCE,SMSNUMBER,LASTCHANGE
1035,410000028018,,433623,551797,-1.47775000000,54.85984000000,PHILADELPHIA LANE,E,E,PHILADELPHIA LANE,OUTSIDE FLETCHER TERRACE,E0031122,Philadelphia (Houghton-le-Spring),Houghton-le-Spring,,SL,PHILADELPHIA,BCT,MKD,OTH,ACT,,Y,,11/02/2005
1036,410000028019,,433384,552094,-1.48144000000,54.86253000000,PHILADELPHIA LN PHILI N/B,N,N,PHILADELPHIA LANE,OPPOSITE BUS DEPOT,E0031122,Philadelphia (Houghton-le-Spring),Houghton-le-Spring,,SL,PHILADELPHIA,BCT,MKD,OTH,ACT,,Y,,11/02/2005
1037,410000028020,,433305,552302,-1.48264000000,54.86440000000,PHILADELPHIA LN PHILI N/B,N,N,PHILADELPHIA LANE,OUTSIDE LAMBTON CASTLE PUBLIC HOUSE,E0031122,Philadelphia (Houghton-le-Spring),Houghton-le-Spring,,SL,PHILADELPHIA,BCT,MKD,OTH,ACT,,Y,,11/02/2005
1038,410000028021,,433061,552569,-1.48641000000,54.86682000000,HERRINGTON BURN,W,W,HERRINGTON BURN,OUTSIDE ENTRANCE LEADING TO YMCA,E0030940,Herrington Burn,Houghton-le-Spring,,SL,HERRINGTON BURN,BCT,MKD,PPT,ACT,,Y,,07/07/2005
1039,410000028022,,432568,552651,-1.49409000000,54.86759000000,SHINEY ROW,W,W,PHILADELPHIA LANE,30M EAST OF POST OFFICE,E0031161,Shiney Row,Houghton-le-Spring,,SL,SHINEY ROW,BCT,MKD,PPT,ACT,,Y,,11/02/2005
1040,410000028023,,432404,552858,-1.49662000000,54.86946000000,STATION RD PENSHAW W/B,E,E,STATION ROAD,OUTSIDE PENSHAW HALL,E0031161,Shiney Row,Houghton-le-Spring,,SL,PENSHAW,BCT,MKD,OTH,ACT,,Y,,11/02/2005
1041,410000028024,,432148,553064,-1.50058000000,54.87133000000,STATION RD PENSHAW W/B,W,W,STATION ROAD,OUTSIDE MANOR HOUSE/OPPOSITE CLUB,E0031073,New Penshaw,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,PENSHAW,BCT,MKD,OTH,ACT,,Y,,24/05/2005
1042,410000028025,,432098,553397,-1.50133000000,54.87432000000,STATION RD PENSHAW N/B,N,N,STATION ROAD,OPPOSITE ENTRANCE TO PLAYING FIELDS,E0031073,New Penshaw,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,PENSHAW,BCT,MKD,OTH,ACT,,Y,,08/02/2005
1043,410000028026,,434001,554681,-1.47152000000,54.88573000000,CHESTER RD PENSHAW S/B,S,S,CHESTER ROAD,OUTSIDE ENTRANCE LEADING TO FLINT HILL FARM,E0030800,Burn Hill,Sunderland Urban Area,,SL,PENSHAW,BCT,MKD,OTH,ACT,,Y,,11/02/2005
1044,410000028027,,433627,554257,-1.47740000000,54.88195000000,CHESTER RD PENSHAW S/B,S,S,CHESTER ROAD,OPPOSITE PENSHAW MONUMENT,E0030800,Burn Hill,Sunderland Urban Area,,SL,PENSHAW,BCT,MKD,OTH,ACT,,Y,,11/02/2005
1045,410000028028,,433052,553512,-1.48645000000,54.87529000000,PENSHAW,S,S,CHESTER ROAD,OPPOSITE THE PROSPECT PUBLIC HOUSE,E0031119,Penshaw,Houghton-le-Spring,,SL,PENSHAW,BCT,MKD,PPT,ACT,,Y,,22/02/2005
1046,410000028029,,432968,553339,-1.48777000000,54.87374000000,CHESTER RD PENSHAW S/B,S,S,CHESTER ROAD,45M SOUTH OPPOSITE CLYDESDALE TERRACE,E0031119,Penshaw,Houghton-le-Spring,,SL,PENSHAW,BCT,MKD,OTH,ACT,,Y,,11/02/2005
1047,410000028030,,432682,552843,-1.49229000000,54.86931000000,SHINEY ROW,SW,SW,CHESTER ROAD,OPPOSITE NO8  BEST VIEW,E0031161,Shiney Row,Houghton-le-Spring,,SL,SHINEY ROW,BCT,MKD,PPT,ACT,,Y,,18/02/2005
1048,410000028031,,432419,552620,-1.49641000000,54.86732000000,SHINEY ROW,S,S,CHESTER ROAD,OUTSIDE PUBLIC HOUSE,E0031161,Shiney Row,Houghton-le-Spring,,SL,SHINEY ROW,BCT,MKD,PPT,ACT,,Y,,18/02/2005
1049,410000028032,,432157,552317,-1.50053000000,54.86461000000,CHESTER RD S/ROW N/B,S,S,CHESTER ROAD,OUTSIDE NO.21  HINDSON'S CRESCENT SOUTH,E0031161,Shiney Row,Houghton-le-Spring,,SL,SHINEY ROW,BCT,MKD,OTH,ACT,,Y,,18/02/2005
1403,410000030038,,440201,554830,-1.37486000000,54.88661000000,QUEEN ALEX RD S/LAND E/B,E,E,QUEEN ALEXANDRA ROAD,OUTSIDE VICTORIA AVENUE,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,GRANGETOWN,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1404,410000030039,,440445,554663,-1.37108000000,54.88509000000,WOODSTOCK AVE G/TOWN S/B,S,S,WOODSTOCK AVENUE,OUTSIDE WEYBOURNE SQUARE,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,GRANGETOWN,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1405,410000030040,,440320,554589,-1.37303000000,54.88444000000,WESTHEATH AVE  HILLVIEW S/B,SW,SW,WESTHEATH AVENUE,OPPOSITE WESTHEATH AVENUE PLAYGROUND,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1406,410000030041,,440126,554404,-1.37608000000,54.88279000000,WESTHEATH AVE HILLVIEW S/B,SW,SW,WESTHEATH AVENUE,OPPOSITE HILL VIEW ROAD JUNCTION,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1407,410000030042,,440119,554406,-1.37619000000,54.88281000000,WESTHEATH AVE HILLVIEW N/B,NE,NE,WESTHEATH AVENUE,OUTSIDE HILL VIEW ROAD JUNCTION,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1408,410000030043,,440291,554574,-1.37349000000,54.88431000000,WESTHEATH AVE HILLVIEW N/B,NE,NE,WESTHEATH AVENUE,OUTSIDE WESTHEATH AVENUE PLAYGROUND,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1409,410000030044,,441008,553818,-1.36242000000,54.87746000000,TOLL BAR RD G/TOWN W/B,W,W,TOLL BAR ROAD,OPPOSITE B&Q SUPERSTORE,E0031011,Leechmere,Sunderland Urban Area,,SL,GRANGETOWN,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1410,410000030045,,440818,553635,-1.36541000000,54.87583000000,LEECHMERE H/CARRSIDE W/B,W,W,LEECHMERE WAY,OPPOSITE LYNTHORPE JUNCTION,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1411,410000030046,,440566,553545,-1.36935000000,54.87504000000,HOLLYCARRSIDE,S,S,LEECHMERE WAY,OUTSIDE NO.2 LEECHMERE VIEW,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCT,MKD,PPT,ACT,,Y,,01/03/2005
1412,410000030047,,440389,553586,-1.37210000000,54.87542000000,RALPH AVE HOLLYCARRSIDE N,N,N,RALPH AVENUE,OPPOSITE LILIAN AVENUE,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1413,410000030048,,440195,553668,-1.37511000000,54.87617000000,HOLLYCARRSIDE RD H/CARR-N,N,N,HOLLYCARRSIDE ROAD,20M NORTH OPPOSITE HEWITT AVENUE JUNCTION,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1414,410000030049,,440082,553860,-1.37685000000,54.87791000000,HOLLYCARRSIDE RD H/CARR-E,N,N,HOLLYCARRSIDE ROAD,OUTSIDE STRONSAY CLOSE,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1415,410000030050,,440089,553862,-1.37674000000,54.87792000000,HOLLYCARRSIDE RD H/CARR E,S,S,HOLLYCARRSIDE ROAD,OPPOSITE STRONSAY CLOSE,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1416,410000030051,,440258,553655,-1.37413000000,54.87605000000,HEWITT AVE H/CARRSIDE E/B,E,E,HEWITT AVENUE,35M EAST OF HOLLYCARSIDE ROAD,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCT,MKD,OTH,ACT,,Y,,05/07/2005
1417,410000030052,,440380,553627,-1.37223000000,54.87579000000,RALPH AVE HOLLYCARRSIDE N,S,NA,RALPH AVENUE,50M SOUTH OF HEWITT AVENUE,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCS,MKD,OTH,ACT,,Y,,01/03/2005
1418,410000030053,,440485,553527,-1.37061000000,54.87488000000,HOLLYCARRSIDE,E,E,LEECHMERE WAY,OPPOSITE POST OFFICE,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCT,MKD,PPT,ACT,,Y,,01/03/2005
1419,410000030054,,440575,553557,-1.36921000000,54.87514000000,HOLLYCARRSIDE,E,E,LEECHMERE WAY,OPPOSITE NO.4 LEECHMERE VIEW,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCT,MKD,PPT,ACT,,Y,,01/03/2005
1420,410000030055,,440825,553645,-1.36530000000,54.87592000000,LEECHMERE WAY H/CARRS W/B,E,E,LEECHMERE WAY,OUTSIDE LYNTHORPE JUNCTION,E0031011,Leechmere,Sunderland Urban Area,,SL,HOLLYCARSIDE,BCT,MKD,OTH,ACT,,Y,,07/07/2005
1421,410000030056,,440977,553840,-1.36290000000,54.87766000000,TOLL BAR RD G/TOWN E/B,E,E,TOLL BAR ROAD,OUTSIDE B&Q SUPERSTORE,E0031011,Leechmere,Sunderland Urban Area,,SL,GRANGETOWN,BCT,MKD,OTH,ACT,,Y,,01/03/2005
1466,410000031010,,434867,548693,-1.45874000000,54.83187000000,HOUGHTON RD H/LE/SP S/B,S,S,HOUGHTON ROAD,OUTSIDE THE BROOMHILL ESTATE,E0030790,Broom Hill (Houghton-le-Spring),Houghton-le-Spring,,SL,BROOM HILL,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1467,410000031011,,434981,548463,-1.45699000000,54.82979000000,HOUGHTON RD BROOMHILL N/B,N,N,HOUGHTON ROAD,OUTSIDE BROOMHILL TERRACE,E0030790,Broom Hill (Houghton-le-Spring),Houghton-le-Spring,,SL,BROOM HILL,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1468,410000031012,,434845,548715,-1.45908000000,54.83206000000,HOUGHTON RD BROOMHILL N/B,N,N,HOUGHTON ROAD,OPPOSITE THE BROOMHILL ESTATE,E0030790,Broom Hill (Houghton-le-Spring),Houghton-le-Spring,,SL,BROOM HILL,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1469,410000031013,,434577,548915,-1.46323000000,54.83388000000,HOUGHTON RD HOUGHTON N/B,N,N,HOUGHTON ROAD,OUTSIDE RAINTON BANK,E0030790,Broom Hill (Houghton-le-Spring),Houghton-le-Spring,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1470,410000031014,,434353,549136,-1.46669000000,54.83588000000,HETTON RD H/LE/SP N/B,N,N,HETTON ROAD,OUTSIDE CEMETERY,E0031130,Rainton Bridge,Houghton-le-Spring,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,24/05/2005
1471,410000031015,,434208,549507,-1.46890000000,54.83923000000,HETTON RD H/LE/SP N/B,N,N,HETTON ROAD,OUTSIDE LONGLANDS DRIVE ESTATE,E0030982,Houghton-le-Spring,,,SL,HETTON-LE-HOLE,BCT,MKD,OTH,ACT,,Y,,24/05/2005
1472,410000031016,,433776,549733,-1.47560000000,54.84129000000,DAIRY LANE HOUGHTON/L/S W,W,W,DAIRY LANE,OUTSIDE HOUGHTON KEPIER SCHOOL,E0030982,Houghton-le-Spring,,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,24/05/2005
1473,410000031017,,433422,549784,-1.48111000000,54.84177000000,DAIRY LANE H/LE/SPRING W/,W,W,DAIRY LANE,OUTSIDE WILLOW DYKES,E0030982,Houghton-le-Spring,,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1474,410000031018,,432900,549802,-1.48924000000,54.84196000000,DAIRY LANE H/LE/SP W/B,W,W,NORTH VIEW TERRACE,OUTSIDE GREENBANK HOUSE,E0030825,Colliery Row,Houghton-le-Spring,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1475,410000031019,,432575,549660,-1.49431000000,54.84071000000,NORTH VIEW TERRACE,W,W,NORTH VIEW TERRACE,OPPOSITE THE LONDONDERRY ARMS PUBLIC HOUSE,E0030825,Colliery Row,Houghton-le-Spring,,SL,FENCE HOUSES,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1476,410000031020,,432269,549939,-1.49905000000,54.84324000000,FENCE HOUSES,W,W,STATION AVENUE NORTH,OUTSIDE DUBMIRE JUNIOR SCHOOL,E0030956,High Dubmire,Houghton-le-Spring,,SL,FENCE HOUSES,BCT,MKD,PPT,ACT,,Y,,01/03/2005
1477,410000031021,,433377,549875,-1.48180000000,54.84259000000,BURN PARK RD H/LE/SP E/B,E,E,BURN PARK ROAD,45M EAST OF SEABURN DRIVE,E0030982,Houghton-le-Spring,,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1478,410000031022,,433680,549904,-1.47708000000,54.84283000000,BURN PARK RD H/LE/SP E/B,E,E,BURN PARK ROAD,OPPOSITE NO.8 BERNARD STREET,E0030982,Houghton-le-Spring,,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1479,410000031027,,433863,549961,-1.47422000000,54.84333000000,BURN PARK RD H/LE/PS W/B,W,W,BURN PARK ROAD,OPPOSITE ENTRANCE LEADING TO SPORTS COMPLEX,E0030982,Houghton-le-Spring,,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1480,410000031028,,433528,549889,-1.47945000000,54.84270000000,BURN PARK RD H/LE/SP W/B,W,W,BURN PARK ROAD,OUTSIDE NO.135 BURN PARK ROAD,E0030982,Houghton-le-Spring,,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1481,410000031029,,433342,549862,-1.48235000000,54.84247000000,BURN PARK RD H/LE/SP W/B,W,W,BURN PARK ROAD,OPPOSITE SEABURN DRIVE,E0030982,Houghton-le-Spring,,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1482,410000031030,,432844,547330,-1.49039000000,54.81975000000,MIDDLE RAINTON,SW,SW,A690,OUTSIDE  GRANGE FARM,E0030866,East Rainton,Houghton-le-Spring,,SL,MIDDLE RAINTON,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1483,410000031031,,432877,547400,-1.48987000000,54.82038000000,A690 MIDDLE RAINTON H/L/S N,NE,NE,A690,OPPOSITE GRANGE FARM,E0030866,East Rainton,Houghton-le-Spring,,SL,MIDDLE RAINTON,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1484,410000031032,,433833,548684,-1.47484000000,54.83186000000,DURHAM RD H/LE/SP S/B,S,S,DURHAM ROAD,FOUR LANE ENDS ROUNDABOUT,E0030896,Four Lane Ends (Houghton-le-Spring),Houghton-le-Spring,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1485,410000031033,,434087,548515,-1.47090000000,54.83032000000,NORTH RD RAINTON BRIDGE-S,S,S,NORTH ROAD,OPPOSITE NO.3  MILL TERRACE,E0031130,Rainton Bridge,Houghton-le-Spring,,SL,HETTON-LE-HOLE,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1486,410000031034,,434488,547807,-1.46475000000,54.82393000000,NORTH RD HETTON S/B,S,S,NORTH ROAD,OPPOSITE SOUTH LODGE FARM,E0052801,Hetton (Houghton-le-Spring),Houghton-le-Spring,,SL,HETTON-LE-HOLE,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1487,410000031035,,434701,547454,-1.46147000000,54.82074000000,HETTON PARK ESTATE,S,S,NORTH ROAD,OUTSIDE DUNELM ROAD JUNCTION,E0052801,Hetton (Houghton-le-Spring),Houghton-le-Spring,,SL,HETTON-LE-HOLE,BCT,MKD,PPT,ACT,,Y,,28/04/2005
1488,410000031036,,434768,547400,-1.46044000000,54.82025000000,HETTON PARK ESTATE,NW,NW,HETTON PARK,OUTSIDE HAZARD LANE PLAYING FIELD,E0052801,Hetton (Houghton-le-Spring),Houghton-le-Spring,,SL,HETTON-LE-HOLE,BCT,MKD,PPT,ACT,,Y,,03/03/2005
1489,410000031037,,434510,547773,-1.46441000000,54.82362000000,NORTH RD HETTON N/B,N,N,NORTH ROAD,OUTSIDE SOUTH FARM LODGE,E0052801,Hetton (Houghton-le-Spring),Houghton-le-Spring,,SL,HETTON-LE-HOLE,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1490,410000031038,,434057,548532,-1.47137000000,54.83047000000,NORTH RD HOUGHTON/L/SP N/,NW,NW,NORTH ROAD,OUTSIDE NO.7  MILL TERRACE,E0031130,Rainton Bridge,Houghton-le-Spring,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1491,410000031039,,433843,548605,-1.47469000000,54.83114000000,NORTH RD HOUGHTON/L/SP W/,W,W,NORTH ROAD,OUTSIDE NO.30  MILL TERRACE,E0030896,Four Lane Ends (Houghton-le-Spring),Houghton-le-Spring,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1492,410000031040,,433868,548745,-1.47429000000,54.83240000000,DURHAM RD HOUGHTON/L/S N/,NE,NE,DURHAM ROAD,RAINTON BRIDGE,E0030896,Four Lane Ends (Houghton-le-Spring),Houghton-le-Spring,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1493,410000031041,,434858,546910,-1.45910000000,54.81584000000,MOORSLEY RD HETTON W/B,S,S,MOORSLEY ROAD,125M SOUTH OPPOSITE HETTON PRIMARY SCHOOL,E0031063,Moorsley,Houghton-le-Spring,,SL,HETTON-LE-HOLE,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1494,410000031042,,434567,546660,-1.46365000000,54.81362000000,MOORSLEY RD L/MOORSLEY W/,SW,SW,MOORSLEY ROAD,80M SOUTH WEST OF COALBANK ROAD  JUNCTION,E0031063,Moorsley,Houghton-le-Spring,,SL,LOW MOORSLEY,BCT,MKD,OTH,ACT,,Y,,07/06/2005
1495,410000031043,,434390,546503,-1.46643000000,54.81222000000,MOORSLEY RD L/MOORSLEY W/,S,S,MOORSLEY ROAD,OUTSIDE WEARDALE STREET,E0031030,Low Moorsley,Houghton-le-Spring,,SL,LOW MOORSLEY,BCT,MKD,OTH,ACT,,Y,,07/07/2005
1496,410000031044,,434201,546226,-1.46940000000,54.80974000000,LOW MOORSLEY,W,W,FRONT STREET,SOUTH OF POST OFFICE OUTSIDE YORK STREET,E0031030,Low Moorsley,Houghton-le-Spring,,SL,LOW MOORSLEY,BCT,MKD,PPT,ACT,,Y,,07/07/2005
1497,410000031045,,433828,545979,-1.47523000000,54.80755000000,MOORSLEY RD L/MOORSLEY W/,SW,SW,MOORSLEY ROAD,OPPOSITE  VALLEY VIEW,E0030962,High Moorsley,Houghton-le-Spring,,SL,LOW MOORSLEY,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1498,410000031048,,433787,545960,-1.47587000000,54.80738000000,MOORSLEY RD H/MOORSLEY E/,NE,NE,MOORSLEY ROAD,OUTSIDE VALLEY VIEW,E0030962,High Moorsley,Houghton-le-Spring,,SL,LOW MOORSLEY,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1499,410000031049,,434197,546230,-1.46946000000,54.80978000000,LOW MOORSLEY,NE,NE,FRONT STREET,SOUTH OF POST OFFICE OUTSIDE YORK STREET,E0031030,Low Moorsley,Houghton-le-Spring,,SL,LOW MOORSLEY,BCT,MKD,PPT,ACT,,Y,,07/07/2005
1500,410000031050,,434393,546534,-1.46638000000,54.81250000000,MOORSLEY RD L/MOORSLEY E/,NE,NE,MOORSLEY ROAD,OPPOSITE WEARDALE STREET,E0031030,Low Moorsley,Houghton-le-Spring,,SL,LOW MOORSLEY,BCT,MKD,OTH,ACT,,Y,,07/07/2005
1501,410000031051,,434600,546697,-1.46314000000,54.81395000000,MOORSLEY RD L/MOORSLEY E/,NE,NE,MOORSLEY ROAD,40M OPPOSITE JUNCTION COALBANK ROAD,E0031063,Moorsley,Houghton-le-Spring,,SL,LOW MOORSLEY,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1502,410000031052,,434853,546916,-1.45917000000,54.81590000000,MOORSLEY RD HETTON N/B,N,N,MOORSLEY ROAD,125M SOUTH OF HETTON PRIMARY SCHOOL,E0031063,Moorsley,Houghton-le-Spring,,SL,HETTON-LE-HOLE,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1503,410000031053,,434920,546751,-1.45815000000,54.81441000000,NIDDERDALE AVE HETTON E/B,E,E,NIDDERDALE AVENUE,OUTSIDE ENTRANCE LEADING TO PEAT CARR FARM HOUSE,E0031063,Moorsley,Houghton-le-Spring,,SL,LOW MOORSLEY,BCT,MKD,OTH,ACT,,Y,,11/03/2005
1504,410000031054,,434896,546747,-1.45852000000,54.81438000000,NIDDERDALE AVE HETTON W/B,W,W,NIDDERDALE AVENUE,40M EAST OF AIREDALE GARDENS JUNCTION,E0031063,Moorsley,Houghton-le-Spring,,SL,LOW MOORSLEY,BCT,MKD,OTH,ACT,,Y,,11/03/2005
1505,410000031055,,433546,548075,-1.47938000000,54.82640000000,DURHAM RD EAST RAINTON S/B,S,S,DURHAM ROAD,OUTSIDE NORTH STREET JUNCTION,E0030896,Four Lane Ends (Houghton-le-Spring),Houghton-le-Spring,,SL,EAST RAINTON,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1506,410000031056,,433369,547845,-1.48216000000,54.82435000000,EAST RAINTON,W,W,DURHAM ROAD,OUTSIDE EAST RAINTON PRIMARY SCHOOL,E0030866,East Rainton,Houghton-le-Spring,,SL,EAST RAINTON,BCT,MKD,PPT,ACT,,Y,,28/04/2005
1507,410000031057,,433193,547697,-1.48491000000,54.82303000000,DURHAM RD EAST RAINTON S,S,S,DURHAM ROAD,OUTSIDE COWLEY CRESCENT,E0030866,East Rainton,Houghton-le-Spring,,SL,EAST RAINTON,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1508,410000031058,,433115,547636,-1.48614000000,54.82249000000,DURHAM RD EAST RAINTON  N/,NE,NE,DURHAM ROAD,OPPOSITE CORRIGHAN TERRACE JUNCTION,E0030866,East Rainton,Houghton-le-Spring,,SL,EAST RAINTON,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1509,410000031059,,433323,547833,-1.48288000000,54.82424000000,EAST RAINTON,NE,NE,DURHAM ROAD,OPPOSITE EAST RAINTON PRIMARY SCHOOL,E0030866,East Rainton,Houghton-le-Spring,,SL,EAST RAINTON,BCT,MKD,PPT,ACT,,Y,,28/04/2005
1510,410000031060,,433562,548124,-1.47912000000,54.82684000000,DURHAM RD EAST RAINTON  N,N,N,DURHAM ROAD,OPPOSITE NORTH STREET JUNCTION,E0030896,Four Lane Ends (Houghton-le-Spring),Houghton-le-Spring,,SL,EAST RAINTON,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1511,410000031061,,434700,549960,-1.46119000000,54.84326000000,MARKET PLACE H/LE/SP E/B,E,E,PARKET PLACE,OPPOSITE THE JOLLY FARMERS PUBLIC HOUSE,E0031075,New Town (Houghton-le-Spring),Houghton-le-Spring,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,07/07/2005
1512,410000031062,,434840,549920,-1.45901000000,54.84289000000,MARKET PLACE/SEAHAM RD S/,NW,NW,SEAHAM ROAD,OPPOSITE AGED MINERS HOMES,E0031075,New Town (Houghton-le-Spring),Houghton-le-Spring,,SL,HOUGHTON-LE-SPRING,BCT,MKD,OTH,ACT,,Y,,03/03/2005
1225,410000029054,,439832,554250,-1.38069000000,54.88143000000,LEECHMERE RD HILLVIEW W/B,W,W,LEECHMERE ROAD,OUTSIDE HOLLYMERE PUBLIC HOUSE,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,OTH,ACT,,Y,,28/02/2005
1226,410000029055,,439610,554472,-1.38412000000,54.88344000000,LEECHMERE,N,N,LEECHMERE ROAD,OPPOSITE HILL VIEW INFANTS SCHOOL,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,PPT,ACT,,Y,,23/02/2005
1227,410000029056,,439358,554690,-1.38802000000,54.88542000000,LEECHMERE RD HILLVIEW W/B,NW,NW,LEECHMERE ROAD,OPPOSITE GREYSTOKE AVENUE,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,OTH,ACT,,Y,,23/02/2005
1228,410000029057,,439063,554847,-1.39259000000,54.88686000000,TUNSTALL ROAD/ESSEN WAY,W,W,LEECHMERE ROAD,OUTSIDE THE PRECINCT   [HOUSES],E0030735,Ashbrooke,Sunderland Urban Area,,SL,TUNSTALL,BCT,MKD,PPT,ACT,,Y,,03/06/2005
1229,410000029058,,439903,554668,-1.37952000000,54.88518000000,HILL VIEW RD HILLVIEW S/B,S,S,HILL VIEW ROAD,JUNCTION SEA VIEW ROAD WEST LEADING TO COLLEGE,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,OTH,ACT,,Y,,23/02/2005
1230,410000029059,,439944,554599,-1.37889000000,54.88456000000,HILL VIEW RD HILLVIEW S/B,S,S,HILL VIEW ROAD,OPPOSITE HILL VIEW SQUARE,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,OTH,ACT,,Y,,23/02/2005
1231,410000029060,,439895,554348,-1.37969000000,54.88231000000,HILLVIEW,S,S,HEREFORD ROAD,OUTSIDE HARDGATE ROAD,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,PPT,ACT,,Y,,23/02/2005
1232,410000029061,,439916,554313,-1.37937000000,54.88199000000,HILLVIEW,W,W,WESTHEATH AVENUE,OPPOSITE HEREFORD ROAD,E0030913,Grangetown (Sunderland Urban Area),Sunderland Urban Area,,SL,HILLVIEW,BCT,MKD,PPT,ACT,,Y,,01/03/2005
